avg_section_depth,delivery_time_stats,execution_time,heap_extracts,heap_inserts,max_section_depth,packages_moved,peak_memory_kb,re_storage_events,rerouting_count,stack_pops,stack_pops_rearmazenado,stack_pushes,storage_time_stats,transit_time_stats,transport_capacity,transport_events,transport_utilization,metrics_file
2.470149253731343,"{'count': 500, 'max': 738, 'mean': 198.294, 'median': 166.0, 'min': 23, 'p95': 462}",0.345542932,2895,2943,16,2460,3444,182,26,1230,0,1230,"{'count': 1048, 'max': 634, 'mean': 78.38454198473282, 'median': 36.0, 'min': 0, 'p95': 283}","{'count': 1048, 'max': 309, 'mean': 74.60591603053435, 'median': 72.0, 'min': 1, 'p95': 181}",5,1298,37.90446841294299,../results/baseline.in/metrics.json
2.470149253731343,"{'count': 500, 'max': 738, 'mean': 198.294, 'median': 166.0, 'min': 23, 'p95': 462}",0.364359447,2895,2943,16,2460,3368,182,26,1230,0,1230,"{'count': 1048, 'max': 634, 'mean': 78.38454198473282, 'median': 36.0, 'min': 0, 'p95': 283}","{'count': 1048, 'max': 309, 'mean': 74.60591603053435, 'median': 72.0, 'min': 1, 'p95': 181}",5,1298,37.90446841294299,../results/expA_10armazens.in/metrics.json
1.245409762651142,"{'count': 600, 'max': 362, 'mean': 140.28166666666667, 'median': 126.5, 'min': 22, 'p95': 278}",0.421515332,3838,3907,8,2250,3620,17,1,1125,0,1125,"{'count': 1108, 'max': 288, 'mean': 45.37093862815885, 'median': 0.0, 'min': 0, 'p95': 172}","{'count': 1108, 'max': 175, 'mean': 55.964801444043324, 'median': 59.0, 'min': 2, 'p95': 97}",5,2060,21.844660194174757,../results/expA_12armazens.in/metrics.json
1.1962939698492463,"{'count': 750, 'max': 397, 'mean': 150.60533333333333, 'median': 143.5, 'min': 21, 'p95': 286}",0.677975811,6378,6489,9,3196,3756,12,5,1598,0,1598,"{'count': 1586, 'max': 324, 'mean': 56.44073139974779, 'median': 30.5, 'min': 0, 'p95': 195}","{'count': 1586, 'max': 163, 'mean': 51.219419924337956, 'median': 49.0, 'min': 1, 'p95': 95}",5,3930,16.264631043256998,../results/expA_15armazens.in/metrics.json
0.9826388888888888,"{'count': 900, 'max': 465, 'mean': 156.85444444444445, 'median': 149.5, 'min': 22, 'p95': 304}",1.010912828,10167,10336,6,3746,3676,2,1,1873,0,1873,"{'count': 1871, 'max': 343, 'mean': 54.90219134152859, 'median': 28, 'min': 0, 'p95': 196}","{'count': 1871, 'max': 156, 'mean': 55.451095670764296, 'median': 57, 'min': 1, 'p95': 97}",5,7226,10.368115139773042,../results/expA_18armazens.in/metrics.json
1.034550623223267,"{'count': 1000, 'max': 498, 'mean': 162.627, 'median': 152.0, 'min': 22, 'p95': 313}",1.378172399,13156,13362,7,4578,3644,5,4,2289,0,2289,"{'count': 2284, 'max': 420, 'mean': 61.43169877408056, 'median': 40.0, 'min': 0, 'p95': 204}","{'count': 2284, 'max': 140, 'mean': 51.202714535901926, 'median': 53.0, 'min': 1, 'p95': 96}",5,9665,9.473357475426798,../results/expA_20armazens.in/metrics.json
0.8828169014084507,"{'count': 1200, 'max': 522, 'mean': 160.72083333333333, 'median': 148.5, 'min': 21, 'p95': 326}",2.217564564,21173,21463,6,5328,4268,3,2,2664,0,2664,"{'count': 2661, 'max': 434, 'mean': 60.772266065388955, 'median': 36, 'min': 0, 'p95': 208}","{'count': 2661, 'max': 132, 'mean': 52.47839158211199, 'median': 54, 'min': 1, 'p95': 95}",5,17021,6.260501733153164,../results/expA_24armazens.in/metrics.json
0.8083793439428386,"{'count': 1400, 'max': 466, 'mean': 159.31, 'median': 151.0, 'min': 21, 'p95': 302}",3.759062093,31240,31639,6,6160,4188,2,0,3080,0,3080,"{'count': 3078, 'max': 390, 'mean': 56.88239116309292, 'median': 32.0, 'min': 0, 'p95': 194}","{'count': 3078, 'max': 146, 'mean': 52.460688758934374, 'median': 54.0, 'min': 1, 'p95': 95}",5,26362,4.673393520977164,../results/expA_28armazens.in/metrics.json
0.7494400895856663,"{'count': 1600, 'max': 419, 'mean': 156.2975, 'median': 148.0, 'min': 21, 'p95': 291}",5.346207738,43960,44479,5,7144,4156,0,0,3572,0,3572,"{'count': 3572, 'max': 367, 'mean': 55.8446248600224, 'median': 35.0, 'min': 0, 'p95': 184}","{'count': 3572, 'max': 112, 'mean': 50.01007838745801, 'median': 49.0, 'min': 1, 'p95': 97}",5,38268,3.7336678164523884,../results/expA_32armazens.in/metrics.json
0.7056530214424951,"{'count': 1800, 'max': 464, 'mean': 163.65722222222223, 'median': 152.5, 'min': 21, 'p95': 319}",8.341556651,61604,62245,5,8208,4268,0,0,4104,0,4104,"{'count': 4104, 'max': 358, 'mean': 59.94517543859649, 'median': 38.0, 'min': 0, 'p95': 202}","{'count': 4104, 'max': 133, 'mean': 51.77948343079922, 'median': 50.0, 'min': 1, 'p95': 97}",5,55058,2.98158305786625,../results/expA_36armazens.in/metrics.json
